ID,label-0,label-1
1.nii.gz,0.3574306908041545,0.6425693091958455
100.nii.gz,0.4934351415844113,0.5065648584155886
101.nii.gz,0.6797968794298181,0.3202031205701819
104.nii.gz,0.5344699811065434,0.46553001889345663
105.nii.gz,0.5480523677484409,0.4519476322515591
106.nii.gz,0.6552766920612211,0.344723307938779
107.nii.gz,0.6569564322753465,0.34304356772465344
108.nii.gz,0.6291786452374637,0.3708213547625363
109.nii.gz,0.5514368227801753,0.44856317721982475
11.nii.gz,0.4012423840371001,0.5987576159628999
110.nii.gz,0.6596526344936076,0.3403473655063924
111.nii.gz,0.5802609055798198,0.41973909442018015
112.nii.gz,0.5301051156046349,0.4698948843953651
113.nii.gz,0.5949362449067495,0.4050637550932505
114.nii.gz,0.6569525622052214,0.34304743779477864
116.nii.gz,0.566822922283014,0.433177077716986
117.nii.gz,0.5818029981843422,0.4181970018156577
118.nii.gz,0.5160325796833595,0.48396742031664053
120.nii.gz,0.5646856144708481,0.43531438552915197
121.nii.gz,0.6143289177653666,0.3856710822346334
122.nii.gz,0.5645862554486006,0.4354137445513994
123.nii.gz,0.5555268667612379,0.44447313323876203
124.nii.gz,0.5868240444710195,0.4131759555289804
125.nii.gz,0.5976779981843423,0.4023220018156577
126.nii.gz,0.6646570615488184,0.33534293845118157
127.nii.gz,0.6241485864196364,0.3758514135803636
128.nii.gz,0.5515523677484409,0.4484476322515592
129.nii.gz,0.5289848237475151,0.4710151762524849
13.nii.gz,0.3743382157935209,0.6256617842064791
131.nii.gz,0.5480523677484409,0.4519476322515591
132.nii.gz,0.6951047899839752,0.30489521001602476
134.nii.gz,0.599744939085919,0.4002550609140811
135.nii.gz,0.5578354884751446,0.4421645115248555
136.nii.gz,0.6559826501808063,0.34401734981919374
139.nii.gz,0.6721450759146205,0.32785492408537953
14.nii.gz,0.44532181896067585,0.5546781810393242
141.nii.gz,0.666433556458353,0.3335664435416469
142.nii.gz,0.6494297089590371,0.350570291040963
143.nii.gz,0.584522522698063,0.4154774773019369
145.nii.gz,0.6776520486535249,0.3223479513464751
146.nii.gz,0.6603741682932636,0.3396258317067365
147.nii.gz,0.7044763067563042,0.29552369324369576
148.nii.gz,0.6046434453388139,0.39535655466118624
149.nii.gz,0.6082735864196364,0.39172641358036364
15.nii.gz,0.3962623779799825,0.6037376220200176
150.nii.gz,0.5646856144708481,0.43531438552915197
152.nii.gz,0.6232468782673887,0.3767531217326114
153.nii.gz,0.6177766920612211,0.382223307938779
154.nii.gz,0.6842291595480738,0.31577084045192616
155.nii.gz,0.6205184453388138,0.3794815546611862
157.nii.gz,0.6666614188472935,0.3333385811527066
158.nii.gz,0.6097482838475419,0.3902517161524582
159.nii.gz,0.6981540815117888,0.3018459184882111
160.nii.gz,0.6822697228278367,0.31773027717216334
161.nii.gz,0.7622981371391103,0.23770186286088973
163.nii.gz,0.6475114761054295,0.3524885238945705
164.nii.gz,0.553614941143344,0.44638505885665597
166.nii.gz,0.6046434453388139,0.39535655466118624
167.nii.gz,0.5936863034998472,0.40631369650015275
168.nii.gz,0.6634991682932636,0.3365008317067365
169.nii.gz,0.6772468782673886,0.3227531217326114
170.nii.gz,0.614651692061221,0.385348307938779
171.nii.gz,0.5896633694374855,0.4103366305625144
172.nii.gz,0.7373202371384469,0.2626797628615532
173.nii.gz,0.6947044813594789,0.3052955186405212
174.nii.gz,0.6406587211387921,0.35934127886120804
177.nii.gz,0.5936863034998472,0.40631369650015275
179.nii.gz,0.6173934453388139,0.3826065546611862
18.nii.gz,0.2670005215972389,0.7329994784027611
180.nii.gz,0.6797968794298181,0.3202031205701819
181.nii.gz,0.5796656903721764,0.42033430962782364
182.nii.gz,0.614651692061221,0.385348307938779
183.nii.gz,0.6365061375266479,0.36349386247335214
184.nii.gz,0.559975772394789,0.440024227605211
186.nii.gz,0.583869939085919,0.4161300609140811
187.nii.gz,0.5674273677484408,0.4325726322515592
188.nii.gz,0.5888721416311947,0.4111278583688053
189.nii.gz,0.5779619583497648,0.42203804165023523
19.nii.gz,0.2994962477257464,0.7005037522742535
190.nii.gz,0.5551215111952933,0.44487848880470676
191.nii.gz,0.5128162840658496,0.48718371593415055
192.nii.gz,0.5751929782161975,0.4248070217838024
194.nii.gz,0.6136656903721763,0.38633430962782367
195.nii.gz,0.6277188900677909,0.3722811099322091
196.nii.gz,0.5853721416311947,0.41462785836880534
197.nii.gz,0.668900849908806,0.33109915009119406
198.nii.gz,0.6246710289509579,0.37532897104904206
2.nii.gz,0.33107568264932213,0.6689243173506778
20.nii.gz,0.3354902016290585,0.6645097983709415
200.nii.gz,0.6406014771309676,0.35939852286903246
201.nii.gz,0.6842291595480738,0.31577084045192616
203.nii.gz,0.6984371088568296,0.3015628911431704
204.nii.gz,0.6014895419619088,0.39851045803809104
205.nii.gz,0.637076381770296,0.3629236182297039
207.nii.gz,0.5428575124043679,0.45714248759563214
208.nii.gz,0.5900094660605807,0.4099905339394193
209.nii.gz,0.5674273677484408,0.4325726322515592
21.nii.gz,0.4638130789817446,0.5361869210182554
210.nii.gz,0.5019917929808994,0.49800820701910054
211.nii.gz,0.6426193272093412,0.35738067279065877
212.nii.gz,0.5006063718062043,0.49939362819379574
213.nii.gz,0.8091059363859339,0.19089406361406613
214.nii.gz,0.6121376509845422,0.3878623490154577
216.nii.gz,0.6473259977457184,0.35267400225428147
218.nii.gz,0.6855402834600042,0.3144597165399958
219.nii.gz,0.6894573341512484,0.31054266584875156
22.nii.gz,0.481955065683083,0.5180449343169169
220.nii.gz,0.52759940257282,0.47240059742718
223.nii.gz,0.4788676705905809,0.5211323294094191
225.nii.gz,0.5944203985150566,0.40557960148494343
226.nii.gz,0.5944203985150566,0.40557960148494343
227.nii.gz,0.5480523677484409,0.4519476322515591
228.nii.gz,0.5480523677484409,0.4519476322515591
229.nii.gz,0.4874288504810155,0.5125711495189844
23.nii.gz,0.34888661211611083,0.6511133878838892
231.nii.gz,0.43025293496629774,0.5697470650337022
232.nii.gz,0.45438501676131987,0.5456149832386801
233.nii.gz,0.42440054471163047,0.5755994552883695
234.nii.gz,0.6406587211387921,0.35934127886120804
236.nii.gz,0.5404648996488434,0.45953510035115663
237.nii.gz,0.46040345541732963,0.5395965445826703
238.nii.gz,0.47200732093120995,0.52799267906879
25.nii.gz,0.5655289264238007,0.4344710735761993
26.nii.gz,0.5674273677484408,0.4325726322515592
27.nii.gz,0.512147002616582,0.487852997383418
29.nii.gz,0.5494500570078718,0.4505499429921283
3.nii.gz,0.3354902016290585,0.6645097983709415
30.nii.gz,0.5225453985150565,0.47745460148494345
31.nii.gz,0.554434847497392,0.445565152502608
32.nii.gz,0.5284928569235369,0.47150714307646313
33.nii.gz,0.5871428149029124,0.4128571850970877
34.nii.gz,0.5570981463712507,0.44290185362874945
36.nii.gz,0.5575294919314474,0.4424705080685526
37.nii.gz,0.5829403226137282,0.41705967738627175
38.nii.gz,0.4675423464105656,0.5324576535894343
39.nii.gz,0.5019917929808994,0.49800820701910054
4.nii.gz,0.4532645894926069,0.5467354105073932
